name,Super98,Super95,Diesel,PLZ,land,bundesland,bezirk,stadt,strasse,datum,zeit,coordinates_X,coordinates_Y
LMEnergy,0,1.754,2.033,5441,at,Salzburg,Hallein,Abtenau,Markt 240,3.11.2022,10:9:29,13.3386575,47.56657
AVIA Xpress (Automaten-Tankstelle),0,0,1.963,4980,at,Oberösterreich,Ried,Antiesenhofen,Rieder Straße 4,3.11.2022,10:9:23,13.402063,48.349753
SOCAR Tribuswinkel,0,1.723,2.009,2512,at,Niederösterreich,Baden,Tribuswinkel,Zubringerstraße 40,3.11.2022,10:8:54,16.2710589,47.9926268
SOCAR Lebring,0,0,1.993,8403,at,Steiermark,Leibnitz,Lebring,Leibnitzer Straße 76,3.11.2022,10:9:35,15.5377049,46.8465923
BP,0,1.749,0,4153,at,Oberösterreich,Rohrbach,Peilstein,Hanriederstraße 43,3.11.2022,10:9:24,13.8854566,48.6206163
AVIA,0,1.704,1.996,4481,at,Oberösterreich,Perg,Asten,Wiener Straße 33,3.11.2022,10:9:22,14.424615,48.2182112
BP,0,1.749,0,4154,at,Oberösterreich,Rohrbach,Kollerschlag,Falkensteinstraße 16,3.11.2022,10:9:25,13.838931,48.6023475
Genol Lagerhaus Pregarten-Gallneukirchen,0,0,2.024,4292,at,Oberösterreich,Freistadt,Kefermarkt,Am Bahnhof 1,3.11.2022,10:9:17,14.5380846,48.439863
SOCAR Ried im Innkreis,0,1.739,2.028,4910,at,Oberösterreich,Ried,Ried im Innkreis,Riedauer Straße 35,3.11.2022,10:9:23,13.4939519,48.2174061
SOCAR Unterwart,0,1.734,1.989,7501,at,Burgenland,Oberwart,Unterwart,Steinamangerer Straße 349,3.11.2022,10:8:43,16.2388066,47.2714106
Lagerhaus-Tankstelle 24h,0,1.739,0,5092,at,Salzburg,Zell am See,St. Martin/Lofer,St. Martin 179,3.11.2022,10:9:32,12.70056,47.57544
Lagerhaus-Tankstelle 24 h,0,1.739,2.019,5733,at,Salzburg,Zell am See,Bramberg,Weyerstrasse 366,3.11.2022,10:9:32,12.3283117,47.2642527
avanti - Thalgau Salzburger Straße 49,0,1.712,0,5303,at,Salzburg,Salzburg Umgebung,Thalgau,Salzburger Strasse 49,3.11.2022,10:9:30,13.24865,47.84126
Sprint - Kärntner Straße 30,0,1.692,1.992,8020,at,Steiermark,Graz,Graz,Kärntner Straße 30,3.11.2022,10:9:33,15.421137487628185,47.060542316479136
F. LEITNER,0,1.692,1.992,8020,at,Steiermark,Graz,Graz,Kärntner Straße 4,3.11.2022,10:9:33,15.423171549885915,47.062528766908926
Shell - Standhartinger,0,1.739,0,4293,at,Oberösterreich,Freistadt,Gutau,Ringstr. 1,3.11.2022,10:9:18,14.610379,48.415658
OMV - Wolfsberg Grazer Straße 7,0,1.699,1.999,9400,at,Kärnten,Wolfsberg,Wolfsberg,Grazer Strasse 7,3.11.2022,10:8:50,14.84422,46.84742
SOCAR Bärnbach,0,1.693,0,8572,at,Steiermark,Voitsberg,Bärnbach,Voitsberger Straße 5a,3.11.2022,10:9:39,15.130362,47.070834
SOCAR Lannach,0,1.687,1.987,8502,at,Steiermark,Deutschlandsberg,Lannach,Radlpass Straße 50,3.11.2022,10:9:34,15.3183495,46.9440153
OIL! Tankstelle,0,1.764,2.044,8813,at,Steiermark,Murau,St. Lambrecht,Weissenbach 5,3.11.2022,10:9:38,14.3151,47.0796
Gutmann ENI Tankstelle,0,1.804,0,6212,at,Tirol,Schwaz,Maurach,Achenseestraße 70,3.11.2022,10:9:49,11.7711734,47.3958708
Shell,0,1.744,0,2620,at,Niederösterreich,Neunkirchen,Neunkirchen,Wiener Straße 123,3.11.2022,10:9:5,16.0955848,47.7304251
Disk,0,0,2.027,6060,at,Tirol,Innsbruck Land,Hall,Milser Straße 22,3.11.2022,10:9:43,11.519987,47.2831587
SOCAR Perchtoldsdorf,0,0,1.984,2380,at,Niederösterreich,Mödling,Perchtoldsdorf,Ketzergasse 191a,3.11.2022,10:9:4,16.2919418,48.1301731
Disk TANKAUTOMAT,0,1.794,0,6112,at,Tirol,Innsbruck Land,Wattens,Salzburgerstraße 8,3.11.2022,10:9:43,11.595071,47.291649
Waschpark Volders,0,0,2.019,6111,at,Tirol,Innsbruck Land,Volders,Alpenstrasse 1,3.11.2022,10:9:43,11.574433,47.291801
INNTALER Logistik Park GmbH,0,1.708,1.988,6330,at,Tirol,Kufstein,Kufstein,Endach 34,3.11.2022,10:9:45,12.150235,47.565769
SOCAR Arnfels,0,1.704,0,8454,at,Steiermark,Leibnitz,Arnfels,Leibnitzerstraße 277,3.11.2022,10:9:36,15.4011543,46.6799076
AVIA Xpress (Automaten-Tankstelle),0,1.713,1.987,4775,at,Oberösterreich,Schärding,Taufkirchen an der Pram,Eferdinger Straße 24,3.11.2022,10:9:26,13.5398537,48.4105618
Disk,0,1.787,1.997,6542,at,Tirol,Landeck,Pfunds,Reschenstraße 644,3.11.2022,10:9:46,10.5108575,46.9531126
Lagerhaus - Genol,0,0,1.948,3040,at,Niederösterreich,St. Pölten Land,Neulengbach,Umseerstrasse 1,3.11.2022,10:9:6,15.8987035,48.2011233
Shell Tankstelle,0,1.709,1.999,4320,at,Oberösterreich,Perg,Perg,Naarner Strasse 73,3.11.2022,10:9:23,14.626021,48.239517
Lagerhaus - Genol,0,0,1.948,3040,at,Niederösterreich,St. Pölten Land,Neulengbach,Umseerstrasse 29,3.11.2022,10:9:6,15.89206,48.202649
Loistank,0,1.719,0,3550,at,Niederösterreich,Krems Land,Langenlois,Wienerstraße 42,3.11.2022,10:9:2,15.6856897,48.4707896
Shell Austria,0,1.789,0,6433,at,Tirol,Imst,OETZ,HAUPTSTRASSE 26,3.11.2022,10:9:42,10.88965,47.20514
Treibstoffparadies,0,1.693,0,8580,at,Steiermark,Voitsberg,Köflach,Grazerstraße 24,3.11.2022,10:9:39,15.0922186,47.0617793
Disk TANKAUTOMAT,0,1.734,2.017,2020,at,Niederösterreich,Hollabrunn,Hollabrunn,Anton Ehrenfried Straße 1,3.11.2022,10:8:58,16.073544,48.560798
"PINK - so pink, so clever",0,1.698,1.998,4073,at,Oberösterreich,Linz Land,Wilhering,Linzerstraße 2,3.11.2022,10:9:21,14.1936322,48.3226337
HWK Diesel,0,0,2.016,6372,at,Tirol,Kitzbühel,Oberndorf in Tirol,Franz-Cervinka-Weg 3,3.11.2022,10:9:44,12.3768668,47.4886206
Wälderhaus,0,1.78,0,6870,at,Vorarlberg,Bregenz,Bezau,Pelzrain,3.11.2022,10:9:50,9.894218,47.37926
Shell Austria,0,1.759,0,5020,at,Salzburg,Salzburg Umgebung,SALZBURG,ALPENSTRASSE 2,3.11.2022,10:9:28,13.05987,47.79307
Brüder Resch,0,0,1.999,4161,at,Oberösterreich,Rohrbach,Ulrichsberg,Steinmühle 3,3.11.2022,10:9:24,13.8973395,48.6742195
M3 Markt Allhau,0,1.729,1.984,7411,at,Burgenland,Oberwart,Markt Allhau,Hauptstrasse 5,3.11.2022,10:8:43,16.081502,47.289463
BP,0,0,2.034,5020,at,Salzburg,Salzburg Umgebung,Salzburg,Aiglhofstraße 20,3.11.2022,10:9:28,13.0283246,47.8043229
avanti - Kufstein Schubertstraße 20,0,1.704,1.989,6330,at,Tirol,Kufstein,Kufstein,Schubertstrasse 20,3.11.2022,10:9:45,12.16222,47.58636
AVIA Xpress (Automaten-Tankstelle),0,1.708,0,6336,at,Tirol,Kufstein,Langkampfen,Bürgerstraße 17,3.11.2022,10:9:45,12.101784,47.547741
OMV - Wolfsberg Klagenfurter Straße 16,0,1.699,1.999,9400,at,Kärnten,Wolfsberg,Wolfsberg,Klagenfurter Strasse 16,3.11.2022,10:8:50,14.83911,46.82775
Wölfl,0,0,1.938,5071,at,Salzburg,Salzburg Umgebung,Wals-Siezenheim,Bayernstrasse 24,3.11.2022,10:9:29,12.98,47.817794
Genol  Lagerhaus Pregarten-Gallneukirchen,0,0,2.024,4224,at,Oberösterreich,Freistadt,Wartberg,Hacklberg 7,3.11.2022,10:9:17,14.5184771,48.3551185
Genol  Lagerhaus Pregarten-Gallneukirchen,0,0,2.024,4224,at,Oberösterreich,Freistadt,Wartberg,Betriebsstraße 20,3.11.2022,10:9:17,14.4770062,48.3585818
CP - so günstig wie möglich,0,1.639,1.959,7000,at,Burgenland,Eisenstadt,Eisenstadt,Wiener Straße 36-38,3.11.2022,10:8:39,16.50778,47.8449265
TURMÖL,0,1.714,0,5330,at,Salzburg,Salzburg Umgebung,Fuschl am See,Wolfgangseestr. 21,3.11.2022,10:9:30,13.304742,47.7957313
"PINK - so pink, so clever",0,1.749,0,4144,at,Oberösterreich,Rohrbach,Oberkappel,Falkensteinerstraße 3,3.11.2022,10:9:24,13.7729547,48.5506544
Lagerhaus-Genol,0,1.699,1.997,3340,at,Niederösterreich,Scheibbs,Waidhofen/Ybbs,Ybbsitzerstraße 130,3.11.2022,10:8:53,14.7928574,47.948442
Tankstelle LESKA,0,0,2.034,2181,at,Niederösterreich,Gänserndorf,Dobermannsdorf,Palterndorferstraße 19,3.11.2022,10:8:56,16.824581521922862,48.59621906020439
eni,0,1.739,0,7000,at,Burgenland,Eisenstadt,Eisenstadt,Mattersburger Strasse 20,3.11.2022,10:8:39,16.523812,47.835896
avanti - Orth an der Donau Wiener Straße 76,0,0,2.034,2304,at,Niederösterreich,Gänserndorf,Orth an der Donau,Wiener Strasse 76,3.11.2022,10:8:56,16.68739,48.14992
Thrainer,0,1.699,1.969,6342,at,Tirol,Kufstein,Niederndorf,Audorfer Straße 41,3.11.2022,10:9:45,12.1965438,47.6488703
ENI,0,1.728,2.019,6305,at,Tirol,Kitzbühel,Itter,Mühltal 19,3.11.2022,10:9:44,12.148585,47.4829762
Disk,0,1.708,0,6330,at,Tirol,Kufstein,Kufstein,Kinkstraße 29,3.11.2022,10:9:45,12.1686676,47.5789345
Shell,0,1.715,1.979,3264,at,Niederösterreich,Scheibbs,Gresten,Waidhofner Straße 1,3.11.2022,10:9:7,15.0237161,47.9865545
Gutmann ENI Tankstelle,0,1.789,2.019,6430,at,Tirol,Imst,Ötztal ,Ambergstraße 40,3.11.2022,10:9:42,10.8531181,47.2316892
Shell Tankstelle - Lehner,0,1.708,0,4730,at,Oberösterreich,Grieskirchen,Waizenkirchen,Weidenholz 6,3.11.2022,10:9:20,13.852361,48.333718
GENOL-LH EFERDING-OÖ. MITTE eGen,0,1.699,1.999,4732,at,Oberösterreich,Grieskirchen,ST. THOMAS BEI WAIZENKIRCHEN,ST. THOMAS 34,3.11.2022,10:9:20,13.880056,48.284471
AVIA XPress (unser Service: Luft und Wasser),0,1.764,2.044,3874,at,Niederösterreich,Gmünd,Litschau,Bahnhofstraße 4,3.11.2022,10:8:57,15.0436211,48.9432285
GENOL-LH EFERDING-OÖ. MITTE eGen,0,0,1.999,4084,at,Oberösterreich,Grieskirchen,ST. AGATHA,ETZINGERSTRASSE 27,3.11.2022,10:9:19,13.8763246,48.3906745
F. LEITNER - SPRINT,0,1.692,1.992,8020,at,Steiermark,Graz,Graz,Elisabethinergasse 39,3.11.2022,10:9:33,15.42748404724715,47.06724476911472
Gutmann ENI Tankstelle,0,1.789,0,6441,at,Tirol,Imst,Tumpen,Tumpen 91,3.11.2022,10:9:42,10.9100535,47.1762462
Geist Transporte,0,0,2.049,6934,at,Vorarlberg,Bregenz,Sulzberg,Fahl 125,3.11.2022,10:9:50,9.86411,47.514998
Geist Transporte,0,0,2.049,6934,at,Vorarlberg,Bregenz,Sulzberg,Widum 235,3.11.2022,10:9:50,9.9094319,47.5205385
Durlacher Peter Freie Tankstelle,0,0,1.969,8212,at,Steiermark,Weiz,Pischelsdorf,Pischelsdorf 55,3.11.2022,10:9:39,15.804691,47.172211
ENI AUSTRIA,0,1.712,0,8934,at,Steiermark,Liezen,Altenmarkt bei St.Gallen,Altenmarkt Nr.81,3.11.2022,10:9:37,14.6540434,47.7193299
Kerschhackel Gerhard - Diskonttankstelle,0,1.739,0,8715,at,Steiermark,Knittelfeld,Feistritz,Bundesstrasse 25,3.11.2022,10:9:40,14.901167,47.2593251
eni AUTOMATIC-Tankstelle 0-24h bei Washplex Linz/Industriezeile,0,1.714,2.018,4020,at,Oberösterreich,Linz Land,Linz,Industriezeile 58,3.11.2022,10:9:12,14.315913,48.307117
Shell Abersee,0,1.719,0,5342,at,Salzburg,Salzburg Umgebung,Abersee,Gschwendt 213,3.11.2022,10:9:30,13.3932863,47.7197681
OMV - Viktring Keutschacher Straße 135,0,0,1.999,9073,at,Kärnten,Klagenfurt Land,Viktring,Keutschacher Strasse 135,3.11.2022,10:8:46,14.27158,46.59189
AVIA Xpress (Automaten-Tankstelle),0,1.794,0,6401,at,Tirol,Innsbruck Land,Inzing,Hauptstrasse 46,3.11.2022,10:9:43,11.2028074,47.2706155
Turmöl Quick,0,1.694,1.994,8530,at,Steiermark,Deutschlandsberg,Deutschlandsberg,Frauentaler Straße 76,3.11.2022,10:9:34,15.2274847,46.8187066
SOCAR Graz-Steinbergstraße,0,1.693,1.993,8052,at,Steiermark,Graz,Graz,Steinbergstraße 70,3.11.2022,10:9:35,15.369153,47.05238
KMG Klagenfurt Mobil GmbH,0,1.67,0,9020,at,Kärnten,Klagenfurt Land,Klagenfurt am Wörthersee,Kirchengasse 69,3.11.2022,10:8:43,14.318457399999943,46.6101948
INN-TANK,0,0,1.996,6335,at,Tirol,Kufstein,Thiersee,Breiten 2,3.11.2022,10:9:45,12.132146,47.591636
Turmöl,0,1.754,2.044,1200,at,Wien,Brigittenau,Wien,Engerthstrasse 146,3.11.2022,10:10:0,16.3910922,48.233836
Turmöl Quick,0,1.659,1.979,1120,at,Wien,Meidling,Wien,Eichenstraße 2B,3.11.2022,10:9:56,16.3444115,48.1780142
AP-Trading GmbH,0,0,1.999,5071,at,Salzburg,Salzburg Umgebung,Wals,Bundesstrasse 91,3.11.2022,10:9:29,12.9440879,47.7713395
IQ Tankstelle,0,1.749,0,4142,at,Oberösterreich,Rohrbach,Hofkirchen im Muehlkreis,Falkensteinstrasse 3,3.11.2022,10:9:25,13.804911,48.484137
Shell,0,1.759,2.019,6314,at,Tirol,Kitzbühel,Wildschönau,"Wildschönauerstrasse, Niederau 278",3.11.2022,10:9:44,12.0869526,47.4482837
Turmöl Quick,0,1.723,2.009,2512,at,Niederösterreich,Baden,Tribuswinkel,Zubringerstraße 51,3.11.2022,10:8:54,16.2689481,47.9927141
"Picej - SB tanken, TRAFIK, ADEG - Kaufhaus, Hotel",0,0,1.997,9122,at,Kärnten,Völkermarkt,St. Primus,Turnersee Straße 17,3.11.2022,10:8:49,14.564663,46.576943
BP - Lagerhaus ,0,1.749,0,4134,at,Oberösterreich,Rohrbach,Putzleinsdorf ,Glotzing 20,3.11.2022,10:9:25,13.8794874,48.5044768
Shell Austria,0,1.739,0,7000,at,Burgenland,Eisenstadt,EISENSTADT,NEUSIEDLER STRASSE 82,3.11.2022,10:8:39,16.54064,47.84621
Turmöl,0,0,2.027,5743,at,Salzburg,Zell am See,Krimml,Oberkrimml 126,3.11.2022,10:9:32,12.1739208,47.2177202
Turmöl Quick,0,1.673,1.994,4812,at,Oberösterreich,Gmunden,Pinsdorf,Windbüchelgasse 2,3.11.2022,10:9:19,13.7570008,47.9375214
F. LEITNER,0,1.724,1.994,8181,at,Steiermark,Weiz,St.Ruprecht,Obere Haupstraße 384,3.11.2022,10:9:39,15.661951500031934,47.16207428098524
Turmöl Quick,0,1.673,1.994,4810,at,Oberösterreich,Gmunden,Gmunden,Druckereistraße 5,3.11.2022,10:9:19,13.7884062,47.9253052
Freie Tankstelle,0,0,1.994,8741,at,Steiermark,Judenburg,Weißkirchen,Fisching 45,3.11.2022,10:9:40,14.7363227,47.161529
avanti - Kemeten Steinbrückl 12a,0,1.734,0,7531,at,Burgenland,Oberwart,Kemeten,Steinbrueckl 12a,3.11.2022,10:8:43,16.15609,47.27573
Direct,0,0,1.972,3041,at,Niederösterreich,St. Pölten Land,Markersdorf,Bundesstraße  B19,3.11.2022,10:9:6,15.916752,48.224265
Shell Liezen,0,1.729,2.034,8940,at,Steiermark,Liezen,Liezen,Salzburger Strasse 35,3.11.2022,10:9:37,14.2289522,47.5682389
TURMÖL,0,0,1.949,7373,at,Burgenland,Oberpullendorf,Piringsdorf,Bundesstraße 50,3.11.2022,10:8:42,16.4176861,47.4482398
Lagerhaus-Tankstelle 24 h,0,0,1.959,5082,at,Salzburg,Salzburg Umgebung,Grödig,Pflegerstrasse 26,3.11.2022,10:9:29,13.036523,47.755252
Turmöl Quick,0,0,2.024,9220,at,Kärnten,Klagenfurt Land,Velden,Klagenfurterstraße 19,3.11.2022,10:8:48,14.0501651,46.6179668
Treibstoffparadies,0,0,1.993,8410,at,Steiermark,Leibnitz,Wildon,Grazerstraße 2,3.11.2022,10:9:35,15.5015729,46.8878741
AVIA Xpress (Automaten-Tankstelle),0,1.742,0,4910,at,Oberösterreich,Ried,Ried im Innkreis,Braunauer Straße 3a,3.11.2022,10:9:23,13.482978,48.205796
Turmöl Quick,0,1.691,1.991,8020,at,Steiermark,Graz,Graz,Fabrikgasse 29,3.11.2022,10:9:33,15.4265899,47.0591358
Turmöl Quick,0,1.688,1.989,9062,at,Kärnten,Feldkirchen,Moosburg,Klagenfurterstraße 21,3.11.2022,10:8:46,14.1769673,46.6589993
JET TANKSTELLE,0,0,2.018,2000,at,Niederösterreich,Korneuburg,STOCKERAU,HORNERSTRASSE 99,3.11.2022,10:9:0,16.181997,48.388452
JET TANKSTELLE,0,1.789,2.019,6460,at,Tirol,Imst,IMST,INDUSTRIEZONE 33,3.11.2022,10:9:42,10.7356,47.218065
JET TANKSTELLE,0,1.678,0,9020,at,Kärnten,Klagenfurt Land,KLAGENFURT,GÖRTSCHITZTALSTR. 20,3.11.2022,10:8:44,14.370664,46.634892
JET TANKSTELLE,0,1.713,2.014,9300,at,Kärnten,St. Veit,ST VEIT AN DER GLAN,VILLACHER STRASSE 43,3.11.2022,10:8:47,14.347093,46.759826
JET TANKSTELLE,0,1.759,2.049,6845,at,Vorarlberg,Dornbirn,HOHENEMS,KAISER FRANZ JOSEF STRASSE 40,3.11.2022,10:9:51,9.68315,47.35725
JET TANKSTELLE,0,1.719,2.018,4400,at,Oberösterreich,Steyr Land,STEYR,DUKARTSTRASSE 19 B,3.11.2022,10:9:13,14.421146,48.037385
JET TANKSTELLE,0,1.697,1.999,9065,at,Kärnten,Klagenfurt Land,EBENTHAL,MIEGERERSTRASSE 10,3.11.2022,10:8:46,14.35419,46.608121
JET TANKSTELLE,0,1.739,0,4240,at,Oberösterreich,Freistadt,FREISTADT,MARCUSSTRASSE 1,3.11.2022,10:9:18,14.503323,48.498992
JET TANKSTELLE,0,1.724,2.029,8940,at,Steiermark,Liezen,LIEZEN,GESÄUSESTRASSE 33,3.11.2022,10:9:37,14.258505,47.560379
JET TANKSTELLE,0,1.737,2.027,2604,at,Niederösterreich,Wiener Neustadt Land,THERESIENFELD,GRAZER STRASSE 83,3.11.2022,10:9:10,16.246504,47.846257
avanti - Wien Nordbahnstraße 1,0,1.729,2.029,1020,at,Wien,Leopoldstadt,Wien,Nordbahnstrasse 1,3.11.2022,10:9:53,16.38852,48.22912
JET TANKSTELLE,0,1.759,2.049,6850,at,Vorarlberg,Dornbirn,DORNBIRN,WALLENMAHD 22,3.11.2022,10:9:51,9.731134,47.39649
JET TANKSTELLE,0,1.691,1.983,3100,at,Niederösterreich,St. Pölten,ST PÖLTEN,MARIAZELLERSTRASSE 91,3.11.2022,10:8:52,15.617957,48.189512
JET TANKSTELLE,0,1.759,2.049,6850,at,Vorarlberg,Dornbirn,DORNBIRN,SCHWEFEL 44 A,3.11.2022,10:9:51,9.741176,47.426673
MAXI TANK TANKSTELLE,0,1.714,2.017,4030,at,Oberösterreich,Linz,LINZ,BÄCKERMÜHLWEG 61,3.11.2022,10:9:12,14.276754,48.244267
avanti - Wien Gaussplatz 1,0,1.729,2.029,1020,at,Wien,Leopoldstadt,Wien,Gaussplatz 1,3.11.2022,10:9:53,16.3708,48.22588
JET TANKSTELLE,0,1.679,0,3002,at,Niederösterreich,Wien Umgebung,PURKERSDORF,LINZERSTRASSE 25,3.11.2022,10:9:7,16.172969,48.211521
MAXI TANK TANKSTELLE,0,1.734,0,5081,at,Salzburg,Salzburg Umgebung,ANIF,WALDBADSTRASSE 1,3.11.2022,10:9:30,13.068287,47.73775
JET TANKSTELLE,0,1.699,1.999,9433,at,Kärnten,Wolfsberg,ST ANDRÄ,BURGSTALL 151,3.11.2022,10:8:50,14.822187,46.751579
JET TANKSTELLE,0,1.698,1.998,9400,at,Kärnten,Wolfsberg,WOLFSBERG,KLAGENFURTER STRASSE 19 B,3.11.2022,10:8:50,14.839675,46.82661
MAXI TANK TANKSTELLE,0,1.744,0,5671,at,Salzburg,Zell am See,BRUCK AN DER GLOCKNERSTRASSE,KAPRUNERSTRASSE 52,3.11.2022,10:9:32,12.809409,47.288424
avanti - Wien Prager Straße 270-272,0,1.718,2.017,1210,at,Wien,Floridsdorf,Wien,Prager Strasse 270-272,3.11.2022,10:10:1,16.38404,48.28664
JET TANKSTELLE,0,1.775,2.065,6706,at,Vorarlberg,Bludenz,BUERS,HERRENAU 1,3.11.2022,10:9:50,9.814175,47.152278
JET TANKSTELLE,0,0,2.038,2630,at,Niederösterreich,Neunkirchen,TERNITZ,WERKSTRASSE 14,3.11.2022,10:9:5,16.040511,47.711667
JET TANKSTELLE,0,1.789,1.998,6500,at,Tirol,Landeck,LANDECK,BAHNHOFSTR. 26,3.11.2022,10:9:46,10.581303,47.150185
JET TANKSTELLE,0,1.699,1.999,1140,at,Wien,Penzing,WIEN,LINZER STRASSE 453,3.11.2022,10:9:57,16.244262,48.203103
avanti - Wien Heiligenstädter Straße 196,0,1.799,2.099,1190,at,Wien,Döbling,Wien,Heiligenstaedter Strasse 196,3.11.2022,10:9:59,16.34549,48.28511
JET TANKSTELLE,0,1.728,0,4560,at,Oberösterreich,Kirchdorf,KIRCHDORF AN DER KREMS,AM BRAUTEICH 6,3.11.2022,10:9:21,14.126899,47.896963
JET TANKSTELLE,0,1.768,0,5020,at,Salzburg,Salzburg Umgebung,SALZBURG,INNSBRUCKER BUNDESSTRASSE 65,3.11.2022,10:9:28,13.01488,47.801351
JET TANKSTELLE,0,1.719,0,3390,at,Niederösterreich,Melk,MELK,SCHLITPACHERSTRASSE 2,3.11.2022,10:9:3,15.349681,48.217896
SCHNELL UND GUENSTIG TANKSTELLE,0,1.719,2.019,2130,at,Niederösterreich,Mistelbach,MISTELBACH,INDUSTRIEPARKSTRASSE 1,3.11.2022,10:9:4,16.576985,48.560945
MAXI TANK TANKSTELLE,0,1.711,2.022,4600,at,Oberösterreich,Wels,WELS,GUNSKIRCHNERSTRASSE 7,3.11.2022,10:9:14,13.974008,48.147172
avanti - Landeck Innstrasse 38,0,1.784,1.994,6500,at,Tirol,Landeck,Landeck,Innstrasse 38,3.11.2022,10:9:46,10.56352,47.14163
avanti - Wien Edelsinnstraße 16,0,1.719,1.999,1120,at,Wien,Meidling,Wien,Edelsinnstrasse 16,3.11.2022,10:9:56,16.31949,48.1724
JET TANKSTELLE,0,1.789,1.999,6551,at,Tirol,Landeck,PIANS,PIANS 58 D,3.11.2022,10:9:46,10.506121,47.131173
avanti - Schrems Josef Widy-Straße 2,0,1.764,2.044,3943,at,Niederösterreich,Gmünd,Schrems,Josef Widy-Strasse 2,3.11.2022,10:8:58,15.06908,48.79281
SCHNELL UND GUENSTIG TANKSTELLE,0,1.732,2.022,2700,at,Niederösterreich,Wiener Neustadt Land,WIENER NEUSTADT,MARKTGASSE 2,3.11.2022,10:8:54,16.236956,47.804291
JET TANKSTELLE,0,1.713,2.013,1100,at,Wien,Favoriten,WIEN,RAXSTRASSE 5,3.11.2022,10:9:55,16.365198,48.165249
JET TANKSTELLE,0,1.754,2.033,5400,at,Salzburg,Hallein,HALLEIN,EUROPASTRASSE 8,3.11.2022,10:9:29,13.103615,47.684607
JET TANKSTELLE,0,1.724,2.024,2130,at,Niederösterreich,Mistelbach,MISTELBACH,ERNSTBRUNNER STRASSE 5,3.11.2022,10:9:4,16.561675,48.560874
OMV - Wien Adalbert Stifter-Straße 67,0,1.759,2.059,1200,at,Wien,Brigittenau,Wien,Adalbert Stifter-Strasse 67,3.11.2022,10:10:0,16.37535,48.24309
JET TANKSTELLE,0,1.733,2.015,2020,at,Niederösterreich,Hollabrunn,HOLLABRUNN,FACHLEUTNERSTRASSE 1,3.11.2022,10:8:58,16.073274,48.579845
JET TANKSTELLE,0,1.729,2.029,1220,at,Wien,Donaustadt,WIEN,RAUTENWEG 9,3.11.2022,10:10:1,16.459702,48.263651
JET TANKSTELLE,0,1.789,0,6020,at,Tirol,Innsbruck,INNSBRUCK,GRIESAUWEG 20,3.11.2022,10:9:42,11.437558,47.264516
avanti - Wien Eichenstraße 3a,0,1.659,1.979,1120,at,Wien,Meidling,Wien,Eichenstrasse 3a,3.11.2022,10:9:56,16.34598,48.17824
JET TANKSTELLE,0,1.759,2.049,6840,at,Vorarlberg,Feldkirch,GÖTZIS,LUSTENAUERSTRASSE 2,3.11.2022,10:9:52,9.656679,47.344695
JET TANKSTELLE,0,1.713,2.013,1100,at,Wien,Favoriten,WIEN,NEILREICHGASSE 39,3.11.2022,10:9:55,16.365643,48.174287
JET TANKSTELLE,0,1.699,1.991,4470,at,Oberösterreich,Linz Land,ENNS,AM RÖMERFELD 1,3.11.2022,10:9:22,14.463353,48.216082
avanti - Wien Guldengasse 13,0,1.697,1.997,1140,at,Wien,Penzing,Wien,Guldengasse 13,3.11.2022,10:9:57,16.28135,48.1953
JET TANKSTELLE,0,1.686,1.983,1230,at,Wien,Liesing,WIEN,KETZERGASSE 208,3.11.2022,10:10:2,16.289516,48.130709
JET TANKSTELLE,0,1.688,1.988,1230,at,Wien,Liesing,WIEN,TRIESTERSTRASSE 292,3.11.2022,10:10:2,16.321654,48.131138
JET TANKSTELLE,0,1.704,1.988,4100,at,Oberösterreich,Urfahr Umgebung,OTTENSHEIM,BAHNHOFSTRASSE 46,3.11.2022,10:9:27,14.176568,48.337386
JET TANKSTELLE,0,1.734,2.034,1220,at,Wien,Donaustadt,WIEN,HIRSCHSTETTNERSTRASSE 52,3.11.2022,10:10:1,16.460684,48.238087
avanti - Traisen Mariazeller Straße 38a,0,1.691,1.991,3160,at,Niederösterreich,Lilienfeld,Traisen,Mariazeller Strasse 38a,3.11.2022,10:9:2,15.60983,48.04857
JET TANKSTELLE,0,1.728,2.019,3910,at,Niederösterreich,Zwettl,ZWETTL,KREMSER STRASSE 62,3.11.2022,10:9:11,15.179447,48.605135
JET TANKSTELLE,0,0,2.034,5020,at,Salzburg,Salzburg Umgebung,SALZBURG,MÜNCHNER BUNDESSTR. 15,3.11.2022,10:9:28,13.018664,47.817898
JET TANKSTELLE,0,1.739,2.033,5020,at,Salzburg,Salzburg Umgebung,SALZBURG,ALPENSTRASSE 165,3.11.2022,10:9:28,13.071171,47.765882
avanti - Horn Riedenburgstraße 2,0,1.743,2.025,3580,at,Niederösterreich,Horn,Horn,Riedenburgstrasse 2,3.11.2022,10:8:59,15.65477,48.66188
avanti - Sieghartskirchen Wiener Straße 26,0,0,1.938,3443,at,Niederösterreich,Wien Umgebung,Sieghartskirchen,Wiener Strasse 26,3.11.2022,10:9:8,16.01891,48.25451
avanti - Wiener Neustadt Puchberger Straße 44,0,1.732,2.022,2700,at,Niederösterreich,Wiener Neustadt Land,Wiener Neustadt,Puchberger Strasse 44,3.11.2022,10:8:54,16.20603,47.8065
avanti - Wien Neuhaufenstraße 148,0,1.734,2.034,1220,at,Wien,Donaustadt,Wien,Neuhaufenstrasse 148,3.11.2022,10:10:2,16.44649,48.21808
